feature,importance_mean,importance_std
estado_embalagem,0.29933333333333334,0.017876116903722577
vedacao_adequada,0.25433333333333324,0.018015425489162216
tampa_correta,0.2503333333333333,0.013453624047073712
aspecto_visual,0.20199999999999996,0.022910453703252783
manipulador_higiene,0.16499999999999995,0.010878112581387135
local_envase,0.13233333333333328,0.012565384549980508
tipo_embalagem,0.10866666666666662,0.018330302779823362
tempo_exposicao_ar,0.034999999999999955,0.011948965552623295
historico_reclamacoes,0.0036666666666666293,0.003785938897200183
umidade_mel,0.0016666666666666275,0.0030731814857643002
informacoes_completas,0.0009999999999999564,0.0033499585403736387
uso_epi,0.0006666666666666155,0.004422166387140537
treinamento_equipe,0.00033333333333330774,0.0023333333333333444
higienizacao_previa,-4.4408920985006264e-17,0.003333333333333344
lote_identificado,-0.002000000000000035,0.0037118429085533596
cristalizacao,-0.003333333333333388,0.0029814239699997263
temperatura_envase,-0.004666666666666708,0.005416025603090645
data_validade_legivel,-0.004666666666666708,0.004760952285695222
rotulo_presente,-0.005333333333333368,0.00339934634239519
registro_lote,-0.005333333333333379,0.002666666666666662
