feature,importance_mean,importance_std
estado_embalagem,0.21333333333333337,0.011055415967851326
vedacao_adequada,0.16100000000000003,0.018502252115170554
tampa_correta,0.14966666666666667,0.013203534880225546
aspecto_visual,0.08366666666666668,0.012600705447623844
manipulador_higiene,0.058333333333333334,0.008595864638818417
local_envase,0.0456666666666667,0.012999999999999998
tipo_embalagem,0.024333333333333353,0.007461009761866471
tempo_exposicao_ar,0.0076666666666666775,0.005385164807134507
temperatura_envase,0.005666666666666676,0.0059721576223896265
uso_epi,0.002666666666666684,0.0072724747430904825
treinamento_equipe,0.0023333333333333426,0.004484541349024565
cristalizacao,0.002000000000000024,0.005811865258054221
rotulo_presente,0.000666666666666671,0.002905932629027109
registro_lote,0.000666666666666671,0.004898979485566328
higienizacao_previa,1.1102230246251566e-17,0.0039440531887330555
data_validade_legivel,-0.0016666666666666607,0.0058214163988576486
informacoes_completas,-0.0026666666666666393,0.002905932629027086
umidade_mel,-0.0026666666666666505,0.0035901098714229886
historico_reclamacoes,-0.0029999999999999805,0.00657436097443868
lote_identificado,-0.005999999999999983,0.005120763831912395
