feature,importance_mean,importance_std
estado_embalagem,0.23900000000000005,0.01926712802215789
vedacao_adequada,0.19,0.016055459438389718
tampa_correta,0.18000000000000002,0.014375905768565221
aspecto_visual,0.1176666666666667,0.018321208111548394
manipulador_higiene,0.09666666666666666,0.009189365834726822
local_envase,0.07933333333333334,0.009521904571390466
tipo_embalagem,0.06566666666666668,0.013420548092798282
tempo_exposicao_ar,0.017000000000000015,0.009122621455602662
temperatura_envase,0.004999999999999993,0.0040138648595974364
rotulo_presente,0.0036666666666666735,0.004333333333333337
treinamento_equipe,0.003000000000000014,0.005044248650140514
informacoes_completas,0.0016666666666666718,0.007187952884282596
cristalizacao,0.0013333333333333196,0.0016329931618554352
registro_lote,0.0010000000000000009,0.0036666666666666466
historico_reclamacoes,0.000333333333333341,0.0034801021696368346
lote_identificado,-0.0023333333333333097,0.00538516480713449
higienizacao_previa,-0.0026666666666666505,0.009043106644167034
uso_epi,-0.0029999999999999805,0.007063206700139011
data_validade_legivel,-0.005333333333333312,0.0045215533220835085
umidade_mel,-0.013999999999999967,0.005120763831912419
