feature,importance_mean,importance_std
informacoes_completas,0.1626666666666666,0.025725041842099665
rotulo_presente,0.13899999999999996,0.015567059238447478
vedacao_adequada,0.12499999999999996,0.009457507306074047
tipo_embalagem,0.1023333333333333,0.026834886083438314
data_validade_legivel,0.08533333333333329,0.010132456102380448
lote_identificado,0.05833333333333328,0.015723301886761024
registro_lote,0.05066666666666662,0.009752492558885186
higienizacao_previa,0.033333333333333305,0.006666666666666676
treinamento_equipe,0.003333333333333266,0.0053748384988656864
manipulador_higiene,0.0006666666666666155,0.0055377492419453715
umidade_mel,-0.0006666666666667153,0.005925462944877048
estado_embalagem,-0.0013333333333333751,0.0022110831935702943
historico_reclamacoes,-0.0013333333333333864,0.0030550504633039053
local_envase,-0.001666666666666694,0.004013864859597437
tempo_exposicao_ar,-0.0026666666666667173,0.005120763831912421
uso_epi,-0.003333333333333366,0.0049441323247304365
aspecto_visual,-0.0040000000000000365,0.0038873012632302047
tampa_correta,-0.004666666666666708,0.004268749491621915
cristalizacao,-0.006000000000000028,0.005333333333333359
temperatura_envase,-0.009000000000000053,0.0068394281762277406
