feature,importance_mean,importance_std
informacoes_completas,0.24033333333333334,0.023497044731436136
rotulo_presente,0.21433333333333335,0.025035530307500543
vedacao_adequada,0.199,0.014456832294800957
tipo_embalagem,0.184,0.018961950204437198
lote_identificado,0.15,0.013498971154211054
data_validade_legivel,0.14066666666666666,0.014047538337136994
registro_lote,0.11966666666666666,0.009712534856222314
higienizacao_previa,0.10299999999999998,0.013370780746754378
historico_reclamacoes,0.007000000000000006,0.006904105059069322
treinamento_equipe,0.005333333333333324,0.004988876515698586
cristalizacao,0.0026666666666666726,0.0038873012632302043
estado_embalagem,0.0019999999999999905,0.0026666666666666588
local_envase,0.001333333333333342,0.004521553322083525
temperatura_envase,0.001333333333333331,0.002666666666666662
uso_epi,0.0,0.004714045207910331
umidade_mel,-0.000333333333333341,0.003480102169636835
manipulador_higiene,-0.0033333333333333435,0.00557773351022718
aspecto_visual,-0.004333333333333323,0.005587684871413412
tampa_correta,-0.005000000000000016,0.004533823502911817
tempo_exposicao_ar,-0.01100000000000001,0.004229525846816514
