feature,importance_mean,importance_std
umidade_lote_pct,0.473,0.031020154738492196
tempo_desde_coleta_h,0.3827499999999999,0.020415986383224314
temperatura_recebimento_c,0.2442499999999999,0.016585008290621976
sujeira_visivel_externa,0.00899999999999993,0.003201562118716429
integridade_containers,0.0034999999999999255,0.0027838821814149916
lote_identificado,0.0004999999999999672,0.003316624790355391
fornecedor_auditado,-3.3306690738754695e-17,0.0024999999999999914
lacre_viagem_integro,-3.3306690738754695e-17,0.0040311288741492505
documentacao_lote_ok,-0.0005000000000000449,0.002179449471770341
transporte_segregado_de_quimicos,-0.0007500000000000395,0.002968585521759468
laudo_residuos_agrotoxicos,-0.00375000000000002,0.003913118960624637
